City_or_County,Year,Month,Day,CC_Year,CC_Month,CC_Day,Hour,Minute,Types_of_waters,Drowning_reasons,Drowning_results,Gender,Age,Swimming_skills
Taitung County,2020,11,22,2020,10,8,3,51,Offshore (<1km),Playing,Rescued,Male,46,Yes
Taitung County,2020,11,22,2020,10,8,3,51,Offshore (<1km),Playing,Rescued,Male,12,Yes
Taitung County,2020,12,4,2020,10,20,20,38,Dock,Fishing,Rescued,Male,28,Unknown
Taitung County,2020,12,10,2020,10,26,12,15,Offshore (<1km),Fishing,Rescued,Male,27,Yes
Hualien County,2020,3,21,2020,2,27,13,39,River,Playing,Dead,Male,10,Unknown
Hualien County,2020,3,21,2020,2,27,13,39,River,Playing,Rescued,Male,12,Unknown
Hualien County,2020,5,16,2020,4,24,17,21,Fish Pond,Slipping,Dead,Male,56,Unknown
Hualien County,2020,5,19,2020,4,27,15,43,Ditch,Slipping,Rescued,Female,61,Unknown
Hualien County,2020,7,2,2020,5,12,17,19,Fish Pond,Traffic Accident,Dead,Male,66,Unknown
Hualien County,2020,7,9,2020,5,19,6,51,Offshore (<1km),Suicide,Rescued,Male,25,Yes
Hualien County,2020,7,27,2020,6,7,11,36,River,Fishing,Dead,Male,54,Unknown
Hualien County,2020,8,2,2020,6,13,11,23,River,Playing,Rescued,Male,20,Unknown
Hualien County,2020,8,7,2020,6,18,11,37,River,Floating Corpse,Dead,Male,55,Unknown
Hualien County,2020,8,8,2020,6,19,0,14,Fish Pond,Others,Dead,Male,22,Unknown
Hualien County,2020,8,18,2020,6,29,14,50,River,Slipping,Rescued,Male,19,No
Hualien County,2020,8,22,2020,7,4,15,41,Offshore (<1km),Playing,Missing,Male,37,Unknown
Hualien County,2020,9,1,2020,7,14,17,0,Offshore (<1km),Capsizing,Rescued,Male,19,Yes
Hualien County,2020,10,18,2020,9,2,7,27,River,Playing,Dead,Male,73,Unknown
Hualien County,2020,11,4,2020,9,19,14,22,Ditch,Traffic Accident,Dead,Male,50,Unknown
Hualien County,2020,11,11,2020,9,26,23,48,Offshore (<1km),Work,Missing,Male,48,Unknown
Penghu County,2020,1,10,2019,12,16,6,18,Dock,Slipping,Dead,Male,72,Unknown
Penghu County,2020,1,10,2019,12,16,6,18,Dock,Slipping,Dead,Female,71,Unknown
Penghu County,2020,2,2,2020,1,9,6,28,Offshore (<1km),Suicide,Dead,Female,20,Unknown
Penghu County,2020,2,22,2020,1,29,15,15,Dock,Suicide,Dead,Male,89,Unknown
Penghu County,2020,5,18,2020,4,26,19,46,Offshore (<1km),Fishing,Dead,Male,85,Yes
Penghu County,2020,6,7,2020,0,16,17,20,Offshore (>1km),Floating Corpse,Dead,Male,67,Unknown
Penghu County,2020,6,10,2020,0,19,18,42,Offshore (<1km),Slipping,Rescued,Female,45,Unknown
Penghu County,2020,6,17,2020,0,26,23,23,Offshore (<1km),Others,Dead,Female,73,Unknown
Penghu County,2020,7,1,2020,5,11,12,3,Offshore (<1km),Work,Dead,Female,73,Yes
Penghu County,2020,8,2,2020,6,13,16,19,Offshore (<1km),Playing,Rescued,Male,22,Yes
Penghu County,2020,8,30,2020,7,12,17,31,Offshore (<1km),Playing,Dead,Male,35,Unknown
Penghu County,2020,9,23,2020,8,7,10,20,Offshore (<1km),Playing,Dead,Male,70,Unknown
Penghu County,2020,10,13,2020,8,27,8,21,Offshore (<1km),Others,Dead,Male,60,Unknown
Penghu County,2020,10,16,2020,8,30,8,24,Offshore (<1km),Floating Corpse,Dead,Female,77,Unknown
Penghu County,2020,10,17,2020,9,1,18,3,Dock,Slipping,Dead,Male,61,Unknown
Penghu County,2020,11,6,2020,9,21,8,26,Offshore (<1km),Others,Dead,Female,54,Unknown
Penghu County,2020,11,26,2020,10,12,13,40,Dock,Others,Dead,Female,64,Unknown
Keelung City,2020,4,13,2020,3,21,18,45,River,Suicide,Rescued,Female,61,Unknown
Keelung City,2020,5,13,2020,4,21,0,31,River,Slipping,Rescued,Male,74,Yes
Keelung City,2020,5,31,2020,0,9,0,13,River,Suicide,Dead,Female,43,Unknown
Keelung City,2020,6,10,2020,0,19,14,58,Offshore (<1km),Suicide,Rescued,Female,78,Unknown
Keelung City,2020,6,28,2020,5,8,11,50,Swimming Pool,Playing,Rescued,Male,21,Unknown
Keelung City,2020,7,14,2020,5,24,15,35,River,Slipping,Rescued,Female,51,Unknown
Keelung City,2020,7,22,2020,6,2,2,0,Offshore (<1km),Floating Corpse,Dead,Male,67,Unknown
Keelung City,2020,7,25,2020,6,5,6,39,Offshore (<1km),Others,Dead,Female,30,Unknown
Keelung City,2020,8,8,2020,6,19,15,49,Offshore (<1km),Playing,Rescued,Male,35,Yes
Keelung City,2020,8,13,2020,6,24,13,39,Offshore (<1km),Snorkeling,Dead,Male,43,Unknown
Keelung City,2020,9,1,2020,7,14,5,55,River,Suicide,Rescued,Female,22,Unknown
Keelung City,2020,10,5,2020,8,19,13,39,River,Playing,Rescued,Male,61,Yes
Hsinchu City,2020,6,1,2020,0,10,21,45,Dock,Suicide,Dead,Male,55,Unknown
Hsinchu City,2020,7,26,2020,6,6,13,15,Offshore (<1km),Suicide,Dead,Female,38,Unknown
Hsinchu City,2020,9,2,2020,7,15,17,36,Offshore (<1km),Work,Missing,Male,49,No
Hsinchu City,2020,10,7,2020,8,21,6,28,Pond,Floating Corpse,Dead,Male,Unknown,Unknown
Hsinchu City,2020,10,31,2020,9,15,6,6,Pond,Floating Corpse,Dead,Female,43,Unknown
Chiayi City,2020,6,14,2020,0,23,5,32,Reservoir,Suicide,Rescued,Female,21,Unknown
Chiayi City,2020,6,28,2020,5,8,12,43,Reservoir,Suicide,Rescued,Male,79,Unknown
Kinmin County,2020,6,2,2020,0,11,6,32,Fish Pond,Floating Corpse,Dead,Male,59,Unknown
Kinmin County,2020,9,4,2020,7,17,17,7,Lake,Floating Corpse,Dead,Female,71,Unknown
Kinmin County,2020,9,26,2020,8,10,8,40,Offshore (>1km),Slipping,Rescued,Male,34,Yes
Kinmin County,2020,12,24,2020,11,10,13,48,Offshore (<1km),Others,Rescued,Female,65,Unknown
Lienchiang County,2020,9,7,2020,7,20,17,46,Offshore (<1km),Floating Corpse,Dead,Male,45,Unknown
Keelung Harbor,2020,1,12,2019,12,18,13,53,Dock,Slipping,Rescued,Male,44,Yes
Keelung Harbor,2020,1,13,2019,12,19,22,15,Dock,Floating Corpse,Dead,Male,60,Unknown
Keelung Harbor,2020,1,18,2019,12,24,23,37,Dock,Playing,Rescued,Male,52,Yes
Keelung Harbor,2020,2,14,2020,1,21,5,38,Dock,Slipping,Rescued,Female,Unknown,Unknown
Keelung Harbor,2020,3,9,2020,2,15,20,28,Dock,Capsizing,Dead,Male,59,Unknown
Keelung Harbor,2020,3,9,2020,2,15,20,28,Dock,Capsizing,Dead,Male,29,Unknown
Keelung Harbor,2020,4,17,2020,3,25,2,48,Dock,Fishing,Rescued,Male,59,Unknown
Keelung Harbor,2020,5,30,2020,0,8,12,24,Dock,Suicide,Rescued,Male,52,Unknown
Keelung Harbor,2020,6,11,2020,0,20,18,29,Dock,Others,Rescued,Female,46,Unknown
Keelung Harbor,2020,7,28,2020,6,8,6,16,Dock,Floating Corpse,Dead,Female,Unknown,Unknown
Keelung Harbor,2020,8,15,2020,6,26,18,19,Dock,Suicide,Rescued,Male,38,Yes
Keelung Harbor,2020,8,25,2020,7,7,9,16,Dock,Others,Rescued,Male,89,Unknown
Keelung Harbor,2020,9,30,2020,8,14,21,25,Dock,Floating Corpse,Dead,Male,60,Unknown
Keelung Harbor,2020,9,30,2020,8,14,21,25,Dock,Floating Corpse,Dead,Female,Unknown,Unknown
Keelung Harbor,2020,10,12,2020,8,26,10,16,Dock,Slipping,Rescued,Male,33,Unknown
Keelung Harbor,2020,10,16,2020,8,30,1,13,Dock,Slipping,Rescued,Female,45,Yes
Keelung Harbor,2020,10,18,2020,9,2,1,44,Dock,Others,Dead,Male,68,Unknown
Taichung Port,2020,1,22,2019,12,28,12,58,Dock,Floating Corpse,Dead,Male,40,Unknown
Taichung Port,2020,2,26,2020,2,3,21,42,Dock,Floating Corpse,Dead,Male,67,Unknown
Taichung Port,2020,3,12,2020,2,18,16,42,Offshore (>1km),Work,Dead,Male,68,Yes
Taichung Port,2020,6,6,2020,0,15,14,52,Offshore (<1km),Floating Corpse,Dead,Female,21,Unknown
Taichung Port,2020,7,12,2020,5,22,0,52,Offshore (<1km),Fishing,Rescued,Male,43,Yes
Taichung Port,2020,7,12,2020,5,22,1,4,Offshore (<1km),Slipping,Rescued,Male,27,Yes
Taichung Port,2020,7,15,2020,5,25,1,17,Dock,Traffic Accident,Dead,Male,58,Unknown
Taichung Port,2020,7,15,2020,5,25,1,17,Dock,Traffic Accident,Dead,Male,58,Unknown
Taichung Port,2020,7,15,2020,5,25,1,17,Dock,Traffic Accident,Dead,Male,42,Unknown
Taichung Port,2020,7,15,2020,5,25,1,17,Dock,Traffic Accident,Rescued,Male,52,Yes
Taichung Port,2020,7,15,2020,5,25,1,17,Dock,Traffic Accident,Dead,Male,61,Unknown
Taichung Port,2020,7,18,2020,5,28,11,33,Dock,Floating Corpse,Dead,Female,43,Unknown
Taichung Port,2020,10,2,2020,8,16,19,55,Dock,Suicide,Rescued,Female,23,Unknown
Taichung Port,2020,10,26,2020,9,10,6,29,Offshore (<1km),Others,Rescued,Male,36,Yes
Kaohsiung Harbor,2020,2,4,2020,1,11,8,41,Dock,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung Harbor,2020,2,8,2020,1,15,22,34,Dock,Floating Corpse,Dead,Male,70,Unknown
Kaohsiung Harbor,2020,2,17,2020,1,24,16,51,Dock,Floating Corpse,Dead,Male,68,Unknown
Kaohsiung Harbor,2020,2,22,2020,1,29,15,19,Dock,Slipping,Dead,Male,87,Unknown
Kaohsiung Harbor,2020,3,18,2020,2,24,0,7,Dock,Slipping,Rescued,Male,64,Unknown
